"name,value_euro,age,overall_rating"
"T. Mings,2400000,25,71"
"O. Coulibaly,1900000,29,71"
"C. Ramírez,1800000,30,71"
"P. Faragò,2800000,26,71"
"D. Lezcano,2400000,28,71"
"D. Gastaldello,550000,35,71"
"M. Beevers,1900000,29,71"
"T. Kessler,1400000,33,71"
"M. Rohdén,2400000,27,71"
"Salvador Agra,2500000,27,71"
"E. Bello,3200000,23,71"
"Manu Morlanes,3700000,20,71"
"Evandro,2100000,32,71"
"J. Elías,2800000,22,71"
"Wagner Orsinho,1700000,31,71"
"J. Osorio,2800000,26,71"
"A. Domínguez,1400000,31,71"
"M. Büchel,2400000,27,71"
"J. McLaughlin,1800000,30,71"
"Javi Moyano,1300000,33,71"
"Y. Barbet,2500000,25,71"
"L. Sadiku,2400000,27,71"
"Fabrício Baiano,2400000,26,71"
"S. McTominay,3800000,22,71"
"M. Pugh,2100000,31,71"
"E. Alioski,2500000,27,71"
"Fredy,2400000,28,71"
"E. Zelazny,2100000,27,71"
"J. Dilrosun,5000000,20,71"
"B. Leal,750000,37,71"
"I. Latovlevici,1300000,32,71"
"A. Yiadom,2300000,27,71"
"A. El Said,,33,71"
"Son Jun Ho,2900000,26,71"
"A. Voglsammer,2800000,27,71"
"M. Pazdan,1800000,31,71"
"A. Bouchalakis,2800000,25,71"
"J. Irvine,3100000,26,71"
"O. Bayram,2000000,27,71"
"A. Turan,725000,35,71"
"D. Mosquera,2400000,26,71"
"F. Jozefzoon,2500000,28,71"
"J. Tagueu,3000000,25,71"
"M. Colin,2300000,27,71"
"André Milazisco,950000,35,71"
"M. Tosetti,2500000,27,71"
"João Victor,3000000,24,71"
"F. Campos,2600000,25,71"
"S. Ben Youssef,2100000,29,71"
"E. Taşdemir,2800000,23,71"
"C. Akpom,3400000,23,71"
"P. Frankowski,3200000,23,71"
"T. Dingomé,2500000,28,71"
"Paco Montañés,2100000,32,71"
"H. Dalsgaard,1900000,29,71"
"T. Matlaba,1700000,31,71"
"D. Foulquier,2600000,25,71"
"S. Padoin,675000,34,71"
"D. Contento,1900000,28,71"
"T. Oar,2500000,27,71"
"Bueno,2200000,30,71"
"G. Anestis,1900000,28,71"
"J. Boga,3800000,22,71"
"Fede,3400000,21,71"
"S. Klaiber,2500000,24,71"
"S. Adamyan,2900000,25,71"
"Y. Erdoğan,2800000,26,71"
"Gumbau,2800000,24,71"
"L. Wakalible,2500000,28,71"
"Antoñito,1700000,31,71"
"P. Onuachu,3400000,24,71"
"K. Kronholm,1400000,33,71"
"P. Oniangué,1800000,30,71"
"M. Domizzi,325000,38,71"
"B. Sako,2200000,30,71"
"Hélder Barbosa,2100000,31,71"
"Túlio Sandoiro,1200000,35,71"
"J. Reine-Adélaïde,4200000,21,71"
"N. Gyömbér,2500000,26,71"
"R. Insigne,3100000,24,71"
"M. Gobbi,270000,38,71"
"M. Diskerud,2400000,28,71"
"S. Chukwueze,5000000,19,71"
"T. Elphick,1800000,31,71"
"F. Maouassa,3000000,20,71"
"Alejandro Rodríguez,2600000,27,71"
"O. Jiménez,1600000,30,71"
"L. Vibe,2100000,32,71"
"M. Waghorn,2400000,29,71"
"B. Wright,2500000,26,71"
"Diogo Viana,1900000,29,71"
"M. Olsson,1700000,30,71"
"W. Dutoit,1600000,30,71"
"K. McLean,2700000,27,71"
"P. Köpke,3500000,23,71"
"J. Colback,1900000,29,71"
"V. Regini,2000000,28,71"
"Álex Martínez,2000000,28,71"
"N. Mendez-Laing,2800000,26,71"
"B. Marshall,2500000,27,71"
"M. Gazzola,900000,33,71"
"B. Samudio,3500000,23,71"
"Eltildo Bessa,1200000,35,71"
"O. Omoijuanfo,3200000,25,71"
"G. Tzavellas,1800000,31,71"
"T. Chevalier,2100000,31,71"
"S. Jung,1900000,28,71"
"Jesús Imaz,2500000,28,71"
"S. Ubilla,2500000,28,71"
"Jota,3000000,26,71"
"Dani Castellano,1700000,31,71"
"Vinícius,3400000,23,71"
"L. Clarke,1500000,34,71"
"Edgar Costa,2100000,31,71"
"O. Petrák,2500000,26,71"
"V. Nelsson,3500000,20,71"
"Artur,2700000,22,71"
"Rafael Lopes,2800000,27,71"
"F. Jensen,3700000,21,71"
"R. van Drongelen,3600000,20,71"
"P. Ledesma,725000,35,71"
"F. Cerro,2200000,31,71"
"M. Kosanović,2200000,28,71"
"I. Lichnovsky,2800000,25,71"
"Fernando Andrade,3000000,26,71"
"L. Ramos,2400000,29,71"
"D. Rojas,3200000,24,71"
"S. Burchert,1700000,29,71"
"O. Alanís,1800000,29,71"
"B. Angulo,,23,71"
"G. Trauner,2500000,26,71"
"Martin Cordeia,1200000,35,71"
"Saberto Botelho,1800000,31,71"
"Emerson Avintes,2500000,27,71"
"R. Rojas,3200000,22,71"
"W. González,3500000,23,71"
"F. Mussis,2300000,26,71"
"M. Dal Hende,2000000,28,71"
"E. Perlaza,1800000,30,71"
"A. Nukan,2600000,25,71"
"M. Spiranovic,1800000,30,71"
"Varela,1400000,34,71"
"J. Garro,2800000,26,71"
"M. Hartmann,1800000,31,71"
"C. Araujo,270000,37,71"
"L. Montes,1800000,32,71"
"M. Madl,1800000,30,71"
"J. Arango,2500000,28,71"
"M. Chanot,2200000,29,71"
"D. Linsmayer,2300000,27,71"
"G. Fofana,2700000,26,71"
"J. Velázquez,2300000,28,71"
"S. Hierländer,2500000,28,71"
"A. Schiavone,2800000,26,71"
"D. Zbozień,1800000,29,71"
"N. Besara,2500000,28,71"
"Roderick Miranda,2400000,27,71"
"Adeilson Gesser,2500000,27,71"
"W. Camacho,1800000,32,71"
"J. Quiñones,2200000,29,71"
"Dani Jiménez,1900000,29,71"
"B. Salamon,2200000,27,71"
"Pita,950000,34,71"
"G. Achilier,950000,33,71"
"Escassi,1800000,30,71"
"I. Pillud,1300000,32,71"
"Guilherme Sityá,1900000,28,71"
"Filipe Augusto,3000000,25,71"
"T. Darikwa,2300000,27,71"
"T. Ream,1800000,31,71"
"J. Plašil,750000,37,71"
"S. Torrico,160000,39,71"
"D. Asprilla,2300000,30,71"
"Elsinho,1900000,29,71"
"L. Capezzi,3400000,23,71"
"Z. Erdal,1700000,31,71"
"Y. Andreu,1800000,29,71"
"M. Suárez,2800000,22,71"
"J. González,3700000,19,71"
"Garrido,1900000,29,71"
"Suso Santana,1400000,34,71"
"K. Nakamura,2400000,24,71"
"G. Gillet,725000,34,71"
"A. Abrashi,1900000,28,71"
"C. Wickham,3100000,25,71"
"J. Faussurier,2100000,32,71"
"M. Bruno,2900000,25,71"
"A. Diallo,2100000,26,71"
"João Teixeira,3000000,25,71"
"J. Morrow,1700000,31,71"
"I. Canuto,1400000,33,71"
"J. El Yamiq,2500000,27,71"
"C. Stanković,2200000,26,71"
"M. Pérez,2700000,26,71"
"H. González,1800000,28,71"
"M. Ilaimaharitra,2800000,23,71"
"M. Barragán,2600000,27,71"
"A. Milošević,2500000,27,71"
"Guillermo,3000000,25,71"
"M. Pereira Lage,3800000,22,71"
"V. Osimhen,4000000,20,71"
"N. Ortigoza,950000,34,71"
"M. Sprocati,2900000,25,71"
"S. Piette,2700000,24,71"
"M. Korhut,,30,71"
"A. Giannou,,29,71"
"J. Mattheij,2500000,25,71"
"Paulinho,4700000,18,71"
"A. Andrade,2300000,30,71"
"M. Barthelmé,2300000,30,71"
"Sandro Manoel,1800000,30,71"
"N. Ampomah,3200000,23,71"
"R. Carrascal,2900000,26,71"
"M. Maolida,5000000,20,71"
"M. Bjärsmyr,1400000,33,71"
"J. Riojas,,31,71"
"J. Marriott,3400000,24,71"
"Welinton,1800000,29,71"
"Mossa,1800000,30,71"
"Alex das Freitas,1800000,31,71"
"F. Quignon,3100000,25,71"
"M. Bakoš,1100000,35,71"
"I. Lewczuk,950000,33,71"
"N. De Pauw,2400000,29,71"
"J. Šimunović,2600000,24,71"
"J. Lopera,1600000,31,71"
"E. Valentini,1800000,30,71"
"A. Guédioura,1400000,33,71"
"J. McClean,2300000,29,71"
"Y. Mulumbu,1600000,32,71"
"E. Horvath,2400000,23,71"
"B. Kadrii,2600000,27,71"
"R. Řezník,1800000,30,71"
"K. Walker-Peters,3200000,21,71"
"J. Duque,2100000,31,71"
"M. Fofana,2500000,27,71"
"W. Lautoa,1800000,31,71"
"S. Malezas,950000,33,71"
"Paulolettinho,1200000,35,71"
"C. Suárez,1600000,32,71"
"M. Henriksen,2800000,26,71"
"Zheng Zhi,325000,38,71"
"F. Fragapane,2800000,26,71"
"Y. Bodiger,3000000,24,71"
"G. Sandoval,3600000,23,71"
"D. Muñoz,3000000,22,71"
"D. Cools,3300000,22,71"
"Abraham González,1400000,33,71"
"C. Penilla,2500000,27,71"
"Aurélio Buta,2800000,22,71"
"S. Coopman,3200000,23,71"
"Shikabala,,33,71"
"E. Bergström,2600000,25,71"
"L. Hejda,2200000,28,71"
"M. Bourabia,2700000,27,71"
"C. Ikonomidis,3500000,23,71"
"M. Hassen,2400000,24,71"
"M. Dijks,2400000,26,71"
"Felipe,1600000,31,71"
"Y. Toyokawa,3100000,24,71"
"Jota,5000000,19,71"
"João Afonso,1900000,28,71"
"A. Cadavid,1400000,33,71"
"C. Christie,2400000,26,71"
"O. Kúdela,1600000,31,71"
"Xavi Torres,1600000,32,71"
"F. Costa,3200000,23,71"
"F. Calvo,2400000,26,71"
"E. Albayrak,2200000,27,71"
"U. Đerić,2900000,26,71"
"E. Muñoz,2300000,28,71"
"C. Jerome,2100000,32,71"
"O. Boscagli,3200000,21,71"
"G. Verón,2400000,29,71"
"Ewerton,2900000,26,71"
"Heriberto Tavares,3500000,22,71"
"O. Fernández,2800000,26,71"
"L. Di Plácido,2600000,25,71"
"Yun Young Sun,1800000,30,71"
"D. Polenta,2400000,27,71"
"L. Fuentes,1600000,32,71"
"L. Seijas,1800000,32,71"
"L. Kleinheisler,,24,71"
"V. Milinković-Savić,2600000,22,71"
"Maikel Mesa,2700000,27,71"
"A. Galabinov,2400000,30,71"
"F. Wiedwald,1700000,28,71"
"K. Steppe,1600000,30,71"
"R. Yaremchuk,3200000,23,71"
"F. Tissone,1600000,32,71"
"Afonso Figueiredo,2400000,26,71"
"C. Săpunaru,725000,34,71"
"J. Zimmer,2600000,25,71"
"T. Pledl,3000000,24,71"
"K. Coulibaly,2600000,27,71"
"J. Harper,3500000,23,71"
"D. Sinkgraven,2500000,23,71"
"Rúben Micael,2000000,32,71"
"N. De la Cruz,3400000,21,71"
"Tiago Pombeira,2200000,31,71"
"P. Gollini,2600000,23,71"
"Cyriac,2500000,28,71"
"Fede Vico,3200000,24,71"
"J. Mensah,2200000,28,71"
"T. Makino,1600000,31,71"
"Víctor Díaz,1700000,30,71"
"G. Dorrans,2000000,31,71"
"A. Henríquez,550000,36,71"
"M. Capuano,2100000,27,71"
"W. Mesloub,1800000,33,71"
"M. Coda,2400000,30,71"
"André Pereira,3400000,23,71"
"S. Motta,725000,34,71"
"Osmar,1800000,30,71"
"T. Pachonik,2600000,24,71"
"Susaeta,1400000,34,71"
"J. Larsson,1900000,28,71"
"S. Abdullahi,3600000,22,71"
"I. Tajouri-Shradi,3200000,24,71"
"E. Finlay,2500000,28,71"
"Y. El Ghanassy,2500000,28,71"
"F. Tomori,3800000,21,71"
"Somália,2300000,30,71"
"M. Bianchetti,2300000,25,71"
"M. Boland,1600000,31,71"
"D. Fry,3800000,21,71"
"Koo Ja Ryong,2400000,26,71"
"U. Radaković,2800000,24,71"
"I. Fiolić,3300000,22,71"
"F. Andrijašević,2700000,27,71"
"Alam Araújo,2000000,27,71"
"Dani Calvo,2600000,24,71"
"U. Bulut,1100000,35,71"
"Francisco Trincão,4200000,19,71"
"Diego Galo,725000,35,71"
"E. Kachunga,2800000,26,71"
"C. Moritz,2400000,29,71"
"F. Barrientos,2700000,27,71"
"D. Riascos,1900000,32,71"
"T. Moulin,1900000,29,71"
"A. Gojak,3800000,22,71"
"O. Zahustel,2200000,27,71"
"João Bardinho,675000,35,71"
"W. Endo,2500000,26,71"
"Pedro López,675000,35,71"
"R. Philippoteaux,2200000,31,71"
"R. Himmelmann,1600000,30,71"
"R. Gestede,2400000,30,71"
"M. Kramer,2400000,30,71"
"L. Vitale,2200000,31,71"
"R. Benzar,,26,71"
"R. Matarrita,2800000,24,71"
"R. Carrera,2500000,27,71"
"Heitor Gesse,675000,35,71"
"Léo Jardim,2800000,23,71"
"G. Kvilitaia,3100000,25,71"
"R. Strieder,2400000,26,71"
"W. Routledge,1400000,34,71"
"J. Hayes,2200000,31,71"
"M. Targett,3100000,23,71"
"Rodolfo,2900000,25,71"
"I. Sacko,3400000,21,71"
"Y. Suzuki,3700000,22,71"
"M. Nyatama,2200000,31,71"
"J. Grimm,1600000,31,71"
"C. Puggioni,160000,38,71"
"A. Sagal,3200000,25,71"
"X. Mercier,2400000,29,71"
"Babanco,1800000,33,71"
"K. Tsimikas,2800000,22,71"
"A. Cole,270000,38,71"
"Eugeni,3300000,24,71"
"D. Kolovetsios,2500000,27,71"
"G. Pezzella,3700000,21,71"
"B. Davies,3000000,23,71"
"S. Memišević,2500000,25,71"
"I. Bangoura,1500000,34,71"
"T. Barkhuizen,3000000,25,71"
"J. Paterson,2500000,27,71"
"I. Pettersson,2500000,21,71"
"R. Gauld,3500000,23,71"
"S. Silva,850000,38,71"
"R. Ripart,2900000,25,71"
"F. Chalov,4300000,20,71"
"R. Bauer,2600000,23,71"
"S. Grippo,1800000,30,71"
"Jaime Romero,2500000,28,71"
"G. Bellusci,1900000,29,71"
"O. Hawsawi,1400000,33,71"
"Go Yo Han,2200000,30,71"
"J. Price,2500000,26,71"
"T. Barnetta,1400000,33,71"
"A. Luci,1400000,33,71"
"Lyanco,3200000,22,71"
"J. Ruddy,1400000,32,71"
"Naranjo,3200000,24,71"
"Luis García,750000,38,71"
"K. Beckerman,325000,36,71"
"M. Pavone,850000,36,71"
"Wellington Nem,2800000,27,71"
"Serginho,1600000,32,71"
"L. Albertengo,2500000,28,71"
"M. Makuszewski,2400000,29,71"
"A. Nahuelpan,2300000,31,71"
"M. Thorsby,3200000,22,71"
"T. Knipping,2500000,26,71"
"J. Paintsil,3700000,21,71"
"E. Cecchini,3200000,22,71"
"M. Morishige,1600000,31,71"
"J. Correa,2900000,25,71"
"A. Cordaz,550000,36,71"
"O. Deschacht,325000,38,71"
"S. Gashi,2400000,30,71"
"N. Fernández,3500000,23,71"
"S. Aydoğdu,2400000,28,71"
"Jordi Calavera,2700000,23,71"
"Sergio Herrera,2000000,25,71"
"R. Gagliolo,1900000,28,71"
"R. Schüller,2300000,27,71"
"J. Murphy,3200000,24,71"
"M. Pektemek,2400000,30,71"
"O. Skúlason,,35,71"
"S. Šćepović,2400000,29,71"
"Z. Stieber,2300000,30,71"
"Allison Sireo,1800000,31,71"
"Sivera,2500000,22,71"
"A. Trondsen,3600000,23,71"
"J. Botaka,2900000,25,71"
"Cafú,3200000,26,72"
"C. Mavinga,2900000,27,72"
"Vágner Corraldo,2200000,31,72"
"C. Menéndez,3000000,30,72"
"L. Immers,2400000,32,72"
"Elustondo,2700000,31,72"
"Y. Cahuzac,1300000,34,72"
"L. Ariaudo,2400000,29,72"
"K. Molino,3100000,28,72"
"M. Cauteruccio,2800000,31,72"
"S. Byram,3300000,25,72"
"Sergio Sánchez,1800000,32,72"
"N. Domínguez,5500000,20,72"
"R. Elliot,1800000,32,72"
"T. Carroll,3700000,26,72"
"L. Rosić,3400000,25,72"
"D. Villalpando,3600000,27,72"
"W. Ángel,,25,72"
"S. Martinsson Ngouali,3600000,27,72"
"R. Woods,3500000,25,72"
"Jorge Teixeira,2100000,32,72"
"M. Higashiguchi,1800000,32,72"
"A. Esiti,3500000,24,72"
"Y. Mollo,3100000,29,72"
"M. Djenepo,5500000,20,72"
"Gelson Dala,5000000,22,72"
"Cristian Herrera,3600000,27,72"
"Djalma,2700000,31,72"
"C. Fai,3100000,26,72"
"A. Tettey,1800000,32,72"
"S. Di Carmine,3100000,30,72"
"C. Mulgrew,1800000,33,72"
"Nuno Coelho,2300000,31,72"
"L. Ceppitelli,2500000,29,72"
"Fábio,2600000,28,72"
"A. Williams,1300000,34,72"
"I. Ávila,3300000,28,72"
"A. Murgia,4200000,22,72"
"S. Uçan,4100000,25,72"
"R. Gudiño,3200000,22,72"
"J. Russell,3100000,28,72"
"S. Hutchinson,2500000,29,72"
"T. Ben Haim,3100000,29,72"
"M. Rybus,2500000,29,72"
"N. Jelavić,2500000,33,72"
"A. Ramos,2500000,33,72"
"Y. Namli,3900000,24,72"
"L. Haraslín,4600000,22,72"
"Y. Gouffran,2400000,32,72"
"J. Gómez,3500000,25,72"
"Sin Jin Ho,3000000,30,72"
"R. Kishna,4100000,24,72"
"O. Alderete,4400000,22,72"
"M. Pisano,3300000,27,72"
"C. Jullien,3400000,25,72"
"S. Lletget,3800000,26,72"
"C. Trimmel,2000000,32,72"
"M. Leye,1400000,36,72"
"Edu Expósito,5500000,22,72"
"Xavier,3700000,26,72"
"J. Gutiérrez,1500000,35,72"
"Feng Xiaoting,1800000,33,72"
"K. Galanopoulos,4900000,21,72"
"A. Sørloth,4400000,23,72"
"J. Wiland,210000,38,72"
"R. Delgado,2500000,29,72"
"C. Nhamoinesu,1800000,33,72"
"P. Olayinka,4400000,23,72"
"Vigaray,3600000,24,72"
"I. Runje,2900000,28,72"
"Fernando Canesín,3700000,27,72"
"Sergi Palencia,3900000,22,72"
"Oier,1800000,32,72"
"Fran Mérida,2800000,29,72"
"J. Cristaldo,3100000,30,72"
"Simao Mate,2400000,30,72"
"N. Baker,2900000,27,72"
"J. Savarino,5000000,22,72"
"Danilo,3000000,27,72"
"J. Ikoko,3500000,25,72"
"M. Trotta,3800000,26,72"
"B. Linssen,3300000,28,72"
"A. Cerci,2900000,31,72"
"O. Etebo,4700000,23,72"
"K. Acosta,4500000,23,72"
"N. Höfler,2500000,28,72"
"Ontiveros,4600000,21,72"
"Ronaldo Vieira,4000000,20,72"
"C. Knasmüllner,3900000,26,72"
"G. Lajud,2900000,25,72"
"I. Gómez,4700000,22,72"
"Andrei Girotto,3100000,27,72"
"C. Arboleda,1700000,32,72"
"J. Cabot,4300000,24,72"
"C. Basham,2400000,30,72"
"R. Bobadilla,2800000,31,72"
"F. Nita,2000000,31,72"
"M. Camara,4400000,22,72"
"M. Guendouzi,6000000,19,72"
"P. Stenzel,3500000,22,72"
"Z. Vanheusden,6000000,19,72"
"S. Juklerød,3500000,24,72"
"K. Onisiwo,3700000,26,72"
"Tiago,2500000,28,72"
"G. Mancini,4200000,22,72"
"H. Kiyotake,3100000,29,72"
"Maycon,5500000,21,72"
"S. Benrahma,4300000,23,72"
"R. Holzhauser,3400000,26,72"
"A. Al Habsi,425000,37,72"
"J. Hamad,3300000,28,72"
"V. Salazar,3400000,25,72"
"M. Oikonomou,3400000,26,72"
"T. Zengin,1300000,35,72"
"Nuno da Costa,3300000,28,72"
"W. Kanon,3300000,25,72"
"Camacho,4300000,24,72"
"J. Schieber,3100000,30,72"
"M. Sau,3000000,31,72"
"A. Struna,2900000,28,72"
"Thiago Cionek,1800000,32,72"
"J. Hugill,3900000,26,72"
"M. Rodríguez,4100000,24,72"
"P. Da Silva,,39,72"
"Jandrei,3000000,26,72"
"Jonas Damasto,875000,35,72"
"P. Bardsley,1200000,33,72"
"L. Reyes,3500000,27,72"
"Álex Pérez,3100000,27,72"
"L. Benito,3000000,27,72"
"M. Diaby,5500000,19,72"
"N. Kebano,3300000,26,72"
"A. Abdennour,2500000,29,72"
"B. Kamara,6000000,19,72"
"R. Sallai,4600000,21,72"
"Ayrton,4700000,21,72"
"B. Perlaza,3200000,26,72"
"Marcão,3600000,22,72"
"B. Kamara,3100000,22,72"
"M. Mavraj,1800000,32,72"
"A. Leya Iseka,4500000,21,72"
"J. Pollersbeck,3200000,24,72"
"Y. Ayhan,425000,36,72"
"K. Narey,3900000,24,72"
"S. Bastien,4300000,22,72"
"A. Brignoli,2600000,27,72"
"C. Robinson,4300000,24,72"
"J. Risdon,3200000,26,72"
"Y. Makarenko,3000000,27,72"
"Aythami Artiles,1800000,32,72"
"C. Riaño,3100000,30,72"
"J. Morávek,3100000,29,72"
"G. Masouras,3900000,25,72"
"Allano,4600000,23,72"
"C. Falletti,3900000,26,72"
"T. Al Jassam,1800000,34,72"
"F. Moubandje,2500000,28,72"
"S. Bossut,1800000,33,72"
"S. Moreira,3600000,24,72"
"C. Terzi,950000,34,72"
"J. Jeanvier,3400000,25,72"
"Martos,950000,35,72"
"F. Fontanini,2800000,28,72"
"J. Gressel,3900000,25,72"
"M. Ducksch,4100000,25,72"
"R. Vargas,2700000,32,72"
"B. Acosta,4100000,25,72"
"D. Villalva,3400000,26,72"
"P. Gallese,,29,72"
"E. Kaçe,3900000,25,72"
"C. Gruezo,3700000,23,72"
"Y. Endo,975000,39,72"
"M. Langerak,2100000,30,72"
"Aitor Sanz,1300000,34,72"
"L. Štetina,3200000,27,72"
"A. Shehu,3300000,25,72"
"B. Bolingoli,3500000,23,72"
"T. Kalas,3400000,25,72"
"M. Günok,2400000,30,72"
"J. Forlín,2300000,31,72"
"Y. Ouattara,,35,72"
"C. Fassnacht,3900000,25,72"
"T. Cardona,3600000,23,72"
"I. Kiese Thelin,3800000,26,72"
"T. Trybull,3200000,25,72"
"Murilo,4300000,24,72"
"A. Adomah,2900000,31,72"
"M. Olunga,4400000,24,72"
"B. Petković,4200000,24,72"
"D. Arias,1300000,33,72"
"W. Foderingham,2500000,28,72"
"C. Pinsoglio,2200000,28,72"
"Josué da Feira,3400000,27,72"
"Iván López,3400000,25,72"
"G. Brugman,3700000,26,72"
"A. Shabanov,3400000,27,72"
"P. Rubio,3100000,29,72"
"L. Mabiala,2300000,31,72"
"A. Davies,6000000,18,72"
"David Ferreiro,2900000,30,72"
"M. Castagnetti,3100000,29,72"
"D. Álvarez,4200000,24,72"
"E. Pačinda,3000000,29,72"
"A. Kravets,3100000,29,72"
"Walter Silvieiro,3400000,27,72"
"J. Bednarek,4200000,22,72"
"D. Maresic,4500000,19,72"
"D. Alar,3200000,29,72"
"K. Diatta,6000000,20,72"
"J. Torunarigha,4700000,21,72"
"J. Lucumi,4600000,23,72"
"Thiago Alminxa,3400000,27,72"
"R. Matos,3700000,26,72"
"C. Santos,3000000,30,72"
"Santi da Bruma,1600000,35,72"
"R. Quioto,3300000,27,72"
"J. Sala,2600000,27,72"
"J. Rinne,3000000,25,72"
"S. Scuffet,3800000,22,72"
"K. Lamprou,2500000,27,72"
"René,1300000,35,72"
"D. Limnios,4600000,20,72"
"R. Gómez,3700000,26,72"
"S. Badji,2500000,29,72"
"M. Schmiedebach,2400000,30,72"
"Hong Jeong Ho,2500000,29,72"
"Bracali,210000,37,72"
"A. Mosquera,2800000,29,72"
"David García,425000,37,72"
"Nacho Gil,4600000,23,72"
"Mauro Riboas,3300000,27,72"
"T. Murg,4100000,24,72"
"L. Olaza,3600000,24,72"
"R. Williams,2400000,30,72"
"Charles,2900000,25,72"
"Carleto Costinha,3300000,27,72"
"Nélson Monte,3600000,23,72"
"N. Powell,4100000,24,72"
"A. Oukidja,2400000,30,72"
"A. Silbeira,,23,72"
"B. Caicedo,,26,72"
"Y. Bammou,3700000,27,72"
"J. Okore,3400000,26,72"
"Hugo Rubiães,950000,35,72"
"S. Yago,3200000,26,72"
"R. Varga,,29,72"
"K. Nordfeldt,2500000,29,72"
"N. Bertolo,2400000,33,72"
"M. Suttner,2000000,31,72"
"W. Vaulks,3200000,25,72"
"T. Sušić,3700000,27,72"
"Vítor Gomes,2900000,31,72"
"R. Shawcross,2300000,31,72"
"Zhang Xizhe,3300000,28,72"
"Rogerinho,2700000,31,72"
"L. Höler,4000000,24,72"
"S. Longo,3700000,27,72"
"A. Morales,3100000,28,72"
"Marc Mateu,3100000,28,72"
"A. Costa,1800000,33,72"
"Nilsito Vilela,3000000,31,72"
"D. Banguero,2500000,29,72"
"R. Zozulya,3200000,29,72"
"Pedro Porro,4900000,19,72"
"A. Matri,2000000,34,72"
"F. Angileri,3700000,24,72"
"A. Losilla,1800000,32,72"
"A. Forshaw,3600000,27,72"
"D. Di Gennaro,2900000,30,72"
"E. Karaca,3100000,29,72"
"I. Radu,4400000,21,72"
"E. Ofori,4200000,23,72"
"I. Baldé,3100000,29,72"
"Y. Boli,4000000,25,72"
"F. Lértora,2900000,28,72"
"M. Johansson,3000000,27,72"
"Diego Ângelo,1800000,33,72"
"S. Żurkowski,5500000,21,72"
"G. Escobar,3900000,21,72"
"Paulao Junqueiras,3000000,31,72"
"Matheus Cunha,6500000,19,72"
"F. Sambueza,3000000,30,72"
"F. Zuqui,3600000,27,72"
"S. Sáez,2000000,34,72"
"A. Briseño,3500000,25,72"
"B. Méndez,,19,72"
"M. Izco,1300000,35,72"
"P. Arriola,4200000,24,72"
"R. Sigurjónsson,3100000,28,72"
"Bruno Uvini,2900000,27,72"
"E. Soto,975000,38,72"
"Clayton Fildeiras,1600000,35,72"
"S. Barreiro,3900000,24,72"
"Luís Leal,2800000,31,72"
"J. Correa,3900000,26,72"
"C. Akolo,4600000,23,72"
"Felipe,3200000,28,72"
"G. Angella,2400000,29,72"
"D. Martínez,2500000,29,72"
"Simy,3900000,26,72"
"E. Insúa,2900000,27,72"
"O. Vranješ,2800000,29,72"
"L. Ardente,425000,37,72"
"E. Jakupović,1600000,34,72"
"H. Bandé,5500000,20,72"
"R. Morioka,3600000,27,72"
"C. Pantilimon,1900000,32,72"
"A. Gerndt,2800000,32,72"
"Gao Lin,2500000,33,72"
"H. Palacios,3400000,25,72"
"A. Silva,1300000,35,72"
"João Schmidt,3800000,25,72"
"R. Métanire,2500000,28,72"
"D. Kombarov,2000000,32,72"
"J. Torres Nilo,2200000,31,72"
"A. Hoffmann,3400000,26,72"
"R. Canouse,3900000,23,72"
"D. Zabala,3300000,27,72"
"Ji Dong Won,3300000,27,72"
"M. Erdinç,2800000,32,72"
"A. Ömür,4200000,19,72"
"Costinha,3800000,26,72"
"F. Ricci,3900000,24,72"
"A. Novikovas,3300000,28,72"
"O. Gonzalez,2400000,30,72"
"D. Čop,3200000,29,72"
"M. Milligan,1800000,33,72"
"D. Morales,2700000,32,72"
"B. Hrgota,4000000,26,72"
"L. Caldirola,2600000,28,72"
"M. Rosenberg,1400000,36,72"
"Su Boyang,2400000,30,72"
"D. Gonzo,,23,72"
"I. Seck,2500000,29,72"
"J. Mauri,4300000,22,72"
"G. Zusi,2000000,32,72"
"Claiton,1300000,34,72"
"D. Vavro,3700000,22,72"
"J. Fernández,2900000,31,72"
"Adrián Burnabão,1600000,35,72"
"F. Avenatti,4000000,25,72"
"M. Iori,975000,36,72"
"O. Nyland,2500000,28,72"
"Domingos Duarte,3900000,24,72"
"A. Castro,4300000,24,72"
"I. Mbenza,4600000,23,72"
"A. Aguerre,2600000,28,72"
"Y. Meriah,3300000,25,72"
"Àngel Rangel,675000,36,72"
"Renato Santos,3300000,27,72"
"S. van de Streek,3800000,25,72"
"Léo Jabá,4900000,20,72"
"C. Borja,3200000,26,72"
"Y. Msakni,3300000,28,72"
"F. Al Muwallad,4200000,24,72"
"L. Carole,2900000,27,72"
"T. Romanczuk,3000000,27,72"
"E. Koulouris,,23,72"
"A. Chipciu,3000000,29,72"
"T. Torun,3100000,28,72"
"Jessé Ledeiro,2900000,31,72"
"B. van Leer,2600000,26,72"
"Salomão,3000000,30,72"
"Álex Fernández,3900000,26,72"
"Pedro Sánchez,2700000,32,72"
"Jairinhazo,2900000,31,72"
"S. Perica,4200000,23,72"
"Hwang Hee Chan,4900000,23,72"
